Fecha,Tipo,cantidad
,ROCE,0.003854344
,rotacion_trabajo,1.097972499
,rotacion_fijos,0.218804171
,rotacion_activos,0.169645775
,rotacion_cxc,6.182165186
,rotacion_inventarios,0.967816493
,rotacion_cxp,6.365629297
,dias_inventario,377.1376109
,dias_cxc,59.04080351
,dias_cxp,57.33918564
,ciclo_operativo,436.1784144
,ciclo_caja,378.8392288
,anos_d_estr,137.1793445
,Generacion_T_CAJA,725017.3158
,DEUDA_ESTRUCTURAL,99457400.17
,deuda_ebitda,94.34357243
,ventas12M,-0.009645013
,utinet12M,-2.808570295
,EBITDA12M,-3.754280013
2019-06-01 00:00:00,PATRIMONIO,146855239.9
,RESULTEX,4665461.34
,ACTIVO_T,337285202.7
,PASIVO_T,185764501.5
,PATRIMONIO_T,151520701.2
,Activo Biológico,77843895.81
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,9787644.07
,Cuentas por Cobrar a Relacionadas,6191837.97
,Cuentas por Pagar Comerciales,10610262.78
,Cuentas por Pagar a Relacionadas,54409.21
,Efectivo y Equivalente de Efectivo,13456813.87
,Existencias,16377791.82
,Gastos Pagados por Anticipado y Otros Activos,10722537.51
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",138461666.9
,Instrumento Financiero Derivados,654617.22
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39607317.53
,Obligaciones Financieras,124745860.7
,Otras Cuenta por Cobrar Largo Plazo,380020.46
,Otras Cuentas por Pagar,-6546382.27
,Otras Cuentas por Pagar Largo Plazo,17681710.16
,Parte Corriente de Activo Biológico,24455676.75
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,33857667.74
,Reserva Legal,12032123.59
,Resultados Acumulados,65373687.99
,Sobregiros Bancarios,61010.53
,ACTIVO_CORR,80992301.99
,ACTIVO_NCORR,256292900.7
,PASIVO_CORR,38691585.21
,PASIVO_NCORR,147072916.3
,CxC,15979482.04
,INVENTARIOS,40833468.57
,CxP,4118289.72
,CAPEX,42300716.78
,ACT_FIJ,255912880.3
,CASH,13456813.87
,DEUDA_TOT,158664538.9
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1591359.48
,Costo de Ventas,-33362622.63
,Depr. De Gastos de Administración,-261826.21
,Depr. De Gastos de Venta,-13963.9
,"Diferencia de Cambio, Neta",3239773.73
,Gastos Financieros,-2097533.46
,Gastos de Administración,-7601825.03
,Gastos de Venta,-6726575.35
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,10810.68
,"Instrumentos Financieros, Netos",516883.88
,Otros Gastos,-1184656.54
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,940137.59
,Restitución de Derechos Arancelarios,1994841.36
,Ventas,44509781.66
,uti_bruta,13843299.9
,EBIT,-3984600.94
,EBITDA,-3708810.83
,EBT,-2314666.11
,uti_neta,4665461.34
,costo_venta,-34953982.11
,EBDA,4941251.45
,ratio_liquidez,2.093279496
,ratio_rapido,1.037921636
,ratio_cash,0.347796912
,deuda_activos,0.470416543
,deuda_patrimonio,1.047147602
,apalancamiento,2.226000804
,cobertura_int,0.509630778
,DEUDA_ESTR,104772199.5
,CAP_EMPL,298593617.5
,mg_ebitda,0.021803737
,carga_impositiva,-0.874886896
,carga_intereses,-1.134451821
,mg_bruto,0.336560404
,mg_neto,0.01695544
,mg_operativo,0.017083274
,ROA,0.002880795
,ROE,0.005679672
,ROCE,0.003124884
,rotacion_trabajo,1.113664954
,rotacion_fijos,0.219133091
,rotacion_activos,0.169903855
,rotacion_cxc,4.646654323
,rotacion_inventarios,0.925143692
,rotacion_cxp,5.026052223
,dias_inventario,394.5333069
,dias_cxc,78.55114124
,dias_cxp,72.62160913
,ciclo_operativo,473.0844481
,ciclo_caja,400.462839
,anos_d_estr,73.05940915
,Generacion_T_CAJA,1356017.098
,DEUDA_ESTRUCTURAL,99069808.01
,deuda_ebitda,110.3775352
,ventas12M,0.061389692
,utinet12M,-2.607467923
,EBITDA12M,4.174426163
2019-07-01 00:00:00,PATRIMONIO,146870300.6
,RESULTEX,5655599.25
,ACTIVO_T,338706824
,PASIVO_T,186180924.1
,PATRIMONIO_T,152525899.9
,Activo Biológico,80108078.21
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,15481580.5
,Cuentas por Cobrar a Relacionadas,6789106.93
,Cuentas por Pagar Comerciales,16055050.97
,Cuentas por Pagar a Relacionadas,141387.47
,Efectivo y Equivalente de Efectivo,5533747.74
,Existencias,16506090.78
,Gastos Pagados por Anticipado y Otros Activos,11029409.94
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",137471286.8
,Instrumento Financiero Derivados,675843.8
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,125125027.4
,Otras Cuenta por Cobrar Largo Plazo,380747.55
,Otras Cuentas por Pagar,-7619113.32
,Otras Cuentas por Pagar Largo Plazo,17883666.81
,Parte Corriente de Activo Biológico,25793322.09
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29168978.59
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,104736.92
,ACTIVO_CORR,81133257.98
,ACTIVO_NCORR,257573566
,PASIVO_CORR,38526884.43
,PASIVO_NCORR,147654039.7
,CxC,22270687.43
,INVENTARIOS,42299412.87
,CxP,8577325.12
,CAPEX,42606373.55
,ACT_FIJ,257192818.5
,CASH,5533747.74
,DEUDA_TOT,154398742.9
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1856586.06
,Costo de Ventas,-41180748.52
,Depr. De Gastos de Administración,-304216.76
,Depr. De Gastos de Venta,-16317.63
,"Diferencia de Cambio, Neta",2725848.07
,Gastos Financieros,-2281390.3
,Gastos de Administración,-9075455.57
,Gastos de Venta,-8175093.62
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19164.25
,"Instrumentos Financieros, Netos",497647.02
,Otros Gastos,-1185758.26
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,1053492.87
,Restitución de Derechos Arancelarios,2092287.45
,Ventas,57049131.27
,uti_bruta,18396743.13
,EBIT,-2285797.24
,EBITDA,-1965262.85
,EBT,-1324528.2
,uti_neta,5655599.25
,costo_venta,-43037334.58
,EBDA,5976133.64
,ratio_liquidez,2.105886816
,ratio_rapido,1.007967441
,ratio_cash,0.143633409
,deuda_activos,0.455847748
,deuda_patrimonio,1.012278852
,apalancamiento,2.220651209
,cobertura_int,0.508860249
,DEUDA_ESTR,105047666.2
,CAP_EMPL,300179939.6
,mg_ebitda,0.021713485
,carga_impositiva,-1.955844513
,carga_intereses,-0.893598753
,mg_bruto,0.341757997
,mg_neto,0.029799116
,mg_operativo,0.017050083
,ROA,0.005073564
,ROE,0.009948289
,ROCE,0.003125016
,rotacion_trabajo,1.052027111
,rotacion_fijos,0.222220165
,rotacion_activos,0.170258872
,rotacion_cxc,2.797908459
,rotacion_inventarios,0.889272549
,rotacion_cxp,3.805820766
,dias_inventario,410.4478435
,dias_cxc,130.4545897
,dias_cxp,95.90572506
,ciclo_operativo,540.9024331
,ciclo_caja,444.9967081
,anos_d_estr,43.81719873
,Generacion_T_CAJA,2184589.888
,DEUDA_ESTRUCTURAL,95722609.28
,deuda_ebitda,107.8874124
,ventas12M,0.21200184
,utinet12M,-2.320299161
,EBITDA12M,-0.070441073
2019-08-01 00:00:00,PATRIMONIO,146870300.6
,RESULTEX,7870942.82
,ACTIVO_T,346466536.2
,PASIVO_T,191725292.7
,PATRIMONIO_T,154741243.5
,Activo Biológico,81539441.93
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,25323044.23
,Cuentas por Cobrar a Relacionadas,8104323.66
,Cuentas por Pagar Comerciales,17501435.57
,Cuentas por Pagar a Relacionadas,182368.54
,Efectivo y Equivalente de Efectivo,1798068.66
,Existencias,13842916.05
,Gastos Pagados por Anticipado y Otros Activos,10930952.21
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",137411438.4
,Instrumento Financiero Derivados,665867.09
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128878778.2
,Otras Cuenta por Cobrar Largo Plazo,386503.64
,Otras Cuentas por Pagar,-7450500.63
,Otras Cuentas por Pagar Largo Plazo,17922361.09
,Parte Corriente de Activo Biológico,27516393.83
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29260277.23
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,119360.11
,ACTIVO_CORR,87515698.64
,ACTIVO_NCORR,258950837.5
,PASIVO_CORR,40278807.91
,PASIVO_NCORR,151446484.8
,CxC,33427367.89
,INVENTARIOS,41359309.88
,CxP,10233303.48
,CAPEX,47236890.73
,ACT_FIJ,258564333.9
,CASH,1798068.66
,DEUDA_TOT,158258415.6
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2106493.6
,Costo de Ventas,-46867337.31
,Depr. De Gastos de Administración,-345937.95
,Depr. De Gastos de Venta,-18736.28
,"Diferencia de Cambio, Neta",-1770743.32
,Gastos Financieros,-2435783.13
,Gastos de Administración,-10340489.86
,Gastos de Venta,-10046648.13
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19178.37
,"Instrumentos Financieros, Netos",527899.04
,Otros Gastos,-1293181.75
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1101552.92
,Restitución de Derechos Arancelarios,2161004.61
,Ventas,73222849.93
,uti_bruta,28702682.62
,EBIT,4550264.41
,EBITDA,4914938.64
,EBT,890815.37
,uti_neta,7870942.82
,costo_venta,-48973830.91
,EBDA,8235617.05
,ratio_liquidez,2.172747983
,ratio_rapido,1.145922413
,ratio_cash,0.044640563
,deuda_activos,0.456778358
,deuda_patrimonio,1.022729377
,apalancamiento,2.239005765
,cobertura_int,0.530244111
,DEUDA_ESTR,104209594.1
,CAP_EMPL,306187728.3
,mg_ebitda,0.0223964
,carga_impositiva,-2.537378463
,carga_intereses,-0.848540023
,mg_bruto,0.344885996
,mg_neto,0.038319358
,mg_operativo,0.017797568
,ROA,0.006427161
,ROE,0.012889806
,ROCE,0.003247857
,rotacion_trabajo,0.970405066
,rotacion_fijos,0.225026536
,rotacion_activos,0.167726221
,rotacion_cxc,2.07080494
,rotacion_inventarios,0.860454941
,rotacion_cxp,2.301494014
,dias_inventario,424.1942055
,dias_cxc,176.259962
,dias_cxp,158.5926349
,ciclo_operativo,600.4541675
,ciclo_caja,441.8615326
,anos_d_estr,34.40144076
,Generacion_T_CAJA,2760823.254
,DEUDA_ESTRUCTURAL,94976297.63
,deuda_ebitda,106.7944397
,ventas12M,0.181476446
,utinet12M,7.209595189
,EBITDA12M,0.186163029
2019-09-01 00:00:00,PATRIMONIO,146870300.6
,RESULTEX,7397441.07
,ACTIVO_T,348955218.5
,PASIVO_T,194687476.8
,PATRIMONIO_T,154267741.7
,Activo Biológico,81655538.96
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,22470715.5
,Cuentas por Cobrar a Relacionadas,8799594.94
,Cuentas por Pagar Comerciales,16487989.89
,Cuentas por Pagar a Relacionadas,175707.9
,Efectivo y Equivalente de Efectivo,1697512.59
,Existencias,13709987.73
,Gastos Pagados por Anticipado y Otros Activos,10769275.91
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",137063310.6
,Instrumento Financiero Derivados,649650.36
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128727111.5
,Otras Cuenta por Cobrar Largo Plazo,386018.91
,Otras Cuentas por Pagar,-3195820.79
,Otras Cuentas por Pagar Largo Plazo,17919584.03
,Parte Corriente de Activo Biológico,32789809.84
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29225843.24
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,52065.12
,ACTIVO_CORR,90236896.51
,ACTIVO_NCORR,258718322
,PASIVO_CORR,43395435.72
,PASIVO_NCORR,151292041
,CxC,31270310.44
,INVENTARIOS,46499797.57
,CxP,13467877
,CAPEX,46841460.79
,ACT_FIJ,258332303.1
,CASH,1697512.59
,DEUDA_TOT,158005019.9
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2369805.3
,Costo de Ventas,-48758200.81
,Depr. De Gastos de Administración,-388150.67
,Depr. De Gastos de Venta,-21495.22
,"Diferencia de Cambio, Neta",-1775709.16
,Gastos Financieros,-2447471.74
,Gastos de Administración,-11389591.11
,Gastos de Venta,-10473730.41
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19197.35
,"Instrumentos Financieros, Netos",543332.17
,Otros Gastos,-1774539.01
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1798217.47
,Restitución de Derechos Arancelarios,2231253.38
,Ventas,76140324.85
,uti_bruta,29536231.11
,EBIT,4077965
,EBITDA,4487610.89
,EBT,417313.62
,uti_neta,7397441.07
,costo_venta,-51128006.11
,EBDA,7807086.96
,ratio_liquidez,2.079409851
,ratio_rapido,1.007873252
,ratio_cash,0.039117307
,deuda_activos,0.452794546
,deuda_patrimonio,1.024225921
,apalancamiento,2.262010286
,cobertura_int,0.502952034
,DEUDA_ESTR,104450580.3
,CAP_EMPL,305559782.8
,mg_ebitda,0.021663896
,carga_impositiva,-2.797753811
,carga_intereses,-0.958573777
,mg_bruto,0.349401501
,mg_neto,0.045811951
,mg_operativo,0.017082198
,ROA,0.007670558
,ROE,0.015674782
,ROCE,0.003144278
,rotacion_trabajo,0.992180781
,rotacion_fijos,0.226293684
,rotacion_activos,0.167435745
,rotacion_cxc,2.266985649
,rotacion_inventarios,0.755639603
,rotacion_cxp,1.595832319
,dias_inventario,483.0345029
,dias_cxc,161.0067537
,dias_cxp,228.720772
,ciclo_operativo,644.0412566
,ciclo_caja,415.3204846
,anos_d_estr,29.81039298
,Generacion_T_CAJA,3256153.168
,DEUDA_ESTRUCTURAL,97067205.55
,deuda_ebitda,110.5774335
,ventas12M,0.047336927
,utinet12M,4.080582192
,EBITDA12M,-0.098601964
2019-10-01 00:00:00,PATRIMONIO,146870300.6
,RESULTEX,8698450.95
,ACTIVO_T,356810799.8
,PASIVO_T,201242048.2
,PATRIMONIO_T,155568751.6
,Activo Biológico,81914933.52
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,14308589.05
,Cuentas por Cobrar a Relacionadas,8230626.61
,Cuentas por Pagar Comerciales,17939914.17
,Cuentas por Pagar a Relacionadas,210607.03
,Efectivo y Equivalente de Efectivo,12245488.04
,Existencias,14232167.16
,Gastos Pagados por Anticipado y Otros Activos,10575854.78
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",136367915.9
,Instrumento Financiero Derivados,602815.55
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,126982944.5
,Otras Cuenta por Cobrar Largo Plazo,969806.21
,Otras Cuentas por Pagar,-2277865.92
,Otras Cuentas por Pagar Largo Plazo,17675824.66
,Parte Corriente de Activo Biológico,38351964.97
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,35451924.44
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,10538.27
,ACTIVO_CORR,97944690.61
,ACTIVO_NCORR,258866109.2
,PASIVO_CORR,51937933.54
,PASIVO_NCORR,149304114.6
,CxC,22539215.66
,INVENTARIOS,52584132.13
,CxP,15872655.28
,CAPEX,46006757.07
,ACT_FIJ,257896302.9
,CASH,12245488.04
,DEUDA_TOT,162445407.2
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2633117
,Costo de Ventas,-51170244.37
,Depr. De Gastos de Administración,-431897.56
,Depr. De Gastos de Venta,-24050.87
,"Diferencia de Cambio, Neta",308410.72
,Gastos Financieros,-2466722.55
,Gastos de Administración,-12625833.73
,Gastos de Venta,-11178955.98
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,27140.1
,"Instrumentos Financieros, Netos",581364.65
,Otros Gastos,-1774539.01
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1835159.95
,Restitución de Derechos Arancelarios,2393193.75
,Ventas,79794733.57
,uti_bruta,30677224.94
,EBIT,3268130.58
,EBITDA,3724079.01
,EBT,1718323.5
,uti_neta,8698450.95
,costo_venta,-53803361.37
,EBDA,9154399.38
,ratio_liquidez,1.88580261
,ratio_rapido,0.873360863
,ratio_cash,0.235771568
,deuda_activos,0.455270433
,deuda_patrimonio,1.044203322
,apalancamiento,2.293589144
,cobertura_int,0.521063769
,DEUDA_ESTR,103297357.6
,CAP_EMPL,304872866.2
,mg_ebitda,0.022443703
,carga_impositiva,-5.792069662
,carga_intereses,-0.582842539
,mg_bruto,0.355320625
,mg_neto,0.060369531
,mg_operativo,0.017882687
,ROA,0.009945975
,ROE,0.020710379
,ROCE,0.003311626
,rotacion_trabajo,0.978010596
,rotacion_fijos,0.228981915
,rotacion_activos,0.164751566
,rotacion_cxc,1.990821037
,rotacion_inventarios,0.767289306
,rotacion_cxp,2.202727546
,dias_inventario,475.7006221
,dias_cxc,183.3414422
,dias_cxp,165.7036526
,ciclo_operativo,659.0420643
,ciclo_caja,493.3384117
,anos_d_estr,22.52479445
,Generacion_T_CAJA,4218941.781
,DEUDA_ESTRUCTURAL,95030796.4
,deuda_ebitda,109.5889418
,ventas12M,0.05755186
,utinet12M,-4.05075759
,EBITDA12M,0.232331621
2019-11-01 00:00:00,PATRIMONIO,146870300.6
,RESULTEX,10814328.55
,ACTIVO_T,364428434.7
,PASIVO_T,206743805.5
,PATRIMONIO_T,157684629.2
,Activo Biológico,82202382.9
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,26762467.31
,Cuentas por Cobrar a Relacionadas,7359752.24
,Cuentas por Pagar Comerciales,22986807.94
,Cuentas por Pagar a Relacionadas,197000.66
,Efectivo y Equivalente de Efectivo,9523042.16
,Existencias,15997201.36
,Gastos Pagados por Anticipado y Otros Activos,10469982.93
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",135973791.5
,Instrumento Financiero Derivados,649859.19
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128878778.2
,Otras Cuenta por Cobrar Largo Plazo,1013587.29
,Otras Cuentas por Pagar,-3855513.14
,Otras Cuentas por Pagar Largo Plazo,17380287.93
,Parte Corriente de Activo Biológico,35512773.49
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,35861239.2
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,0
,ACTIVO_CORR,105625219.5
,ACTIVO_NCORR,258803215.2
,PASIVO_CORR,55839393.85
,PASIVO_NCORR,150904411.6
,CxC,34122219.55
,INVENTARIOS,51509974.85
,CxP,19328295.46
,CAPEX,49785825.64
,ACT_FIJ,257789627.9
,CASH,9523042.16
,DEUDA_TOT,164740017.4
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2896428.7
,Costo de Ventas,-62162143.7
,Depr. De Gastos de Administración,-475219.92
,Depr. De Gastos de Venta,-26606.52
,"Diferencia de Cambio, Neta",-1858075.94
,Gastos Financieros,-2570412.7
,Gastos de Administración,-13779098.54
,Gastos de Venta,-13012005.24
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,40253.63
,"Instrumentos Financieros, Netos",543320.94
,Otros Gastos,-1922284.69
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,2315097.8
,Restitución de Derechos Arancelarios,2760502.27
,Ventas,97793620.58
,uti_bruta,37788209.44
,EBIT,7679115.17
,EBITDA,8180941.61
,EBT,3834201.1
,uti_neta,10814328.55
,costo_venta,-65058572.4
,EBDA,11316154.99
,ratio_liquidez,1.89158965
,ratio_rapido,0.969123067
,ratio_cash,0.170543437
,deuda_activos,0.452050394
,deuda_patrimonio,1.044743665
,apalancamiento,2.311122121
,cobertura_int,0.67207048
,DEUDA_ESTR,101118586
,CAP_EMPL,308589040.8
,mg_ebitda,0.028326379
,carga_impositiva,-48.60843626
,carga_intereses,-0.06841984
,mg_bruto,0.364070086
,mg_neto,0.078875423
,mg_operativo,0.023716358
,ROA,0.012794113
,ROE,0.027800103
,ROCE,0.004622123
,rotacion_trabajo,1.25207142
,rotacion_fijos,0.231398967
,rotacion_activos,0.16220658
,rotacion_cxc,1.368538362
,rotacion_inventarios,0.839251927
,rotacion_cxp,3.081946023
,dias_inventario,434.9111254
,dias_cxc,266.7079054
,dias_cxp,118.4316653
,ciclo_operativo,701.6190308
,ciclo_caja,583.1873655
,anos_d_estr,17.90901268
,Generacion_T_CAJA,5373784.727
,DEUDA_ESTRUCTURAL,96239178.81
,deuda_ebitda,92.02622288
,ventas12M,-0.069458362
,utinet12M,-4.558248783
,EBITDA12M,1.152367374
2019-12-01 00:00:00,PATRIMONIO,147723020.7
,RESULTEX,0
,ACTIVO_T,370350940
,PASIVO_T,222627919.3
,PATRIMONIO_T,147723020.7
,Activo Biológico,78106541.77
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,25087452.87
,Cuentas por Cobrar a Relacionadas,752772.6
,Cuentas por Pagar Comerciales,30582258.69
,Cuentas por Pagar a Relacionadas,223892.62
,Efectivo y Equivalente de Efectivo,3559731.63
,Existencias,35917179.62
,Gastos Pagados por Anticipado y Otros Activos,10164258.34
,Impuestos por Recuperar,12172546.5
,"Inmueble, Maquinaria y Equipo, Neto",136247168.5
,Instrumento Financiero Derivados,561217.76
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,108764115.3
,Otras Cuenta por Cobrar Largo Plazo,1023079.79
,Otras Cuentas por Pagar,3877947.57
,Otras Cuentas por Pagar Largo Plazo,17272768.16
,Parte Corriente de Activo Biológico,20960754.77
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,56700373.71
,Reserva Legal,12032123.59
,Resultados Acumulados,66241468.82
,Sobregiros Bancarios,0
,ACTIVO_CORR,108614696.3
,ACTIVO_NCORR,261736243.6
,PASIVO_CORR,91945690.35
,PASIVO_NCORR,130682228.9
,CxC,25840225.47
,INVENTARIOS,56877934.39
,CxP,34684098.88
,CAPEX,16669005.98
,ACT_FIJ,260713163.8
,CASH,3559731.63
,DEUDA_TOT,165464489
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-3084359.8
,Costo de Ventas,-71176982.21
,Depr. De Gastos de Administración,-518651.94
,Depr. De Gastos de Venta,-29252.91
,"Diferencia de Cambio, Neta",1343511
,Gastos Financieros,-7283591.68
,Gastos de Administración,-15224428.84
,Gastos de Venta,-14724757.33
,Impuesto a la Renta Corriente,-105904
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,40294.54
,"Instrumentos Financieros, Netos",616328.68
,Otros Gastos,-3458577.7
,Otros Gastos - NIC 41,-6848227.58
,Otros Ingresos,3835827.48
,Restitución de Derechos Arancelarios,2897194.48
,Ventas,105301511.4
,uti_bruta,36230022.89
,EBIT,-738045.93
,EBITDA,-190141.08
,EBT,-6021503.39
,uti_neta,852720.06
,costo_venta,-74261342.01
,EBDA,1400624.91
,ratio_liquidez,1.181291868
,ratio_rapido,0.562688275
,ratio_cash,0.03871559
,deuda_activos,0.446777559
,deuda_patrimonio,1.12009955
,apalancamiento,2.507063139
,cobertura_int,0.874040584
,DEUDA_ESTR,114013222.9
,CAP_EMPL,278405249.6
,mg_ebitda,0.037110319
,carga_impositiva,7.461118449
,carga_intereses,0.45054133
,mg_bruto,0.370492409
,mg_neto,0.108574326
,mg_operativo,0.032298962
,ROA,0.016500448
,ROE,0.036211261
,ROCE,0.006180006
,rotacion_trabajo,1.433813413
,rotacion_fijos,0.221357505
,rotacion_activos,0.151973755
,rotacion_cxc,1.109393296
,rotacion_inventarios,0.884704789
,rotacion_cxp,3.363761022
,dias_inventario,412.5669993
,dias_cxc,329.0086584
,dias_cxp,108.5094921
,ciclo_operativo,741.5756577
,ciclo_caja,633.0661657
,anos_d_estr,13.49875523
,Generacion_T_CAJA,7004062.218
,DEUDA_ESTRUCTURAL,94546121.52
,deuda_ebitda,73.11093284
,ventas12M,-0.228291288
,utinet12M,-1.045587879
,EBITDA12M,-0.967323924
2020-01-01 00:00:00,PATRIMONIO,147723020.7
,RESULTEX,6616322.38
,ACTIVO_T,398126771.3
,PASIVO_T,243787428.2
,PATRIMONIO_T,154339343.1
,Activo Biológico,71585643.08
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,65260559.18
,Cuentas por Cobrar a Relacionadas,692921.6
,Cuentas por Pagar Comerciales,36297997.29
,Cuentas por Pagar a Relacionadas,230599.96
,Efectivo y Equivalente de Efectivo,12662891.92
,Existencias,26784301.51
,Gastos Pagados por Anticipado y Otros Activos,18814392.51
,Impuestos por Recuperar,6831927.76
,"Inmueble, Maquinaria y Equipo, Neto",135928650.2
,Instrumento Financiero Derivados,615677.96
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,110108501.4
,Otras Cuenta por Cobrar Largo Plazo,1026828.13
,Otras Cuentas por Pagar,3727413.84
,Otras Cuentas por Pagar Largo Plazo,25720669.8
,Parte Corriente de Activo Biológico,12179201.82
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,62441222.46
,Reserva Legal,12032123.59
,Resultados Acumulados,66241468.82
,Sobregiros Bancarios,0
,ACTIVO_CORR,143226196.3
,ACTIVO_NCORR,254900575
,PASIVO_CORR,103312911.5
,PASIVO_NCORR,140474516.7
,CxC,65953480.78
,INVENTARIOS,38963503.33
,CxP,40256011.09
,CAPEX,39913284.79
,ACT_FIJ,253873746.8
,CASH,12662891.92
,DEUDA_TOT,172549723.8
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-174136.19
,Costo de Ventas,-28237297.34
,Depr. De Gastos de Administración,-43465.87
,Depr. De Gastos de Venta,-2731.45
,"Diferencia de Cambio, Neta",-1448294.91
,Gastos Financieros,-18534.28
,Gastos de Administración,-1396715.68
,Gastos de Venta,-3995062.57
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,11.56
,"Instrumentos Financieros, Netos",-47523.23
,Otros Gastos,-1164728.28
,Otros Gastos - NIC 41,-6151401.24
,Otros Ingresos,302850.38
,Restitución de Derechos Arancelarios,17348.98
,Ventas,48976002.5
,uti_bruta,20581917.95
,EBIT,8130663.24
,EBITDA,8176860.56
,EBT,6616322.38
,uti_neta,6616322.38
,costo_venta,-28411433.53
,EBDA,6662519.7
,ratio_liquidez,1.386333946
,ratio_rapido,1.00919325
,ratio_cash,0.122568339
,deuda_activos,0.433403972
,deuda_patrimonio,1.117989233
,apalancamiento,2.579554657
,cobertura_int,0.644213758
,DEUDA_ESTR,100561231.9
,CAP_EMPL,294813859.7
,mg_ebitda,0.028492815
